[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 09:32:19,794]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,794]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,794]: State: 8 - byte received (at 1725751939.7909083): 35
[DEBUG] [2024-09-08 09:32:19,795]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,795]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,795]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,795]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,796]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,796]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,796]: State: 8 - byte received (at 1725751939.7909083): 9
[DEBUG] [2024-09-08 09:32:19,796]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,797]: State: 8 - byte received (at 1725751939.7909083): 3
[DEBUG] [2024-09-08 09:32:19,797]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,797]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,798]: State: 8 - byte received (at 1725751939.7909083): 24
[DEBUG] [2024-09-08 09:32:19,798]: State: 8 - byte received (at 1725751939.7909083): 4
[DEBUG] [2024-09-08 09:32:19,798]: State: 8 - byte received (at 1725751939.7909083): 1
[DEBUG] [2024-09-08 09:32:19,798]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,799]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,799]: State: 8 - byte received (at 1725751939.7909083): 0
[DEBUG] [2024-09-08 09:32:19,799]: State: 9 - byte received (at 1725751939.7909083): 201
[DEBUG] [2024-09-08 09:32:19,799]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 09:32:19,800]: RAW message sent: bytearray(b'$M<\x00mm')
[DEBUG] [2024-09-08 09:32:19,823]: State: 0 - byte received (at 1725751939.8228903): 36
[DEBUG] [2024-09-08 09:32:19,823]: State: 1 - byte received (at 1725751939.8228903): 77
[DEBUG] [2024-09-08 09:32:19,823]: State: 2 - byte received (at 1725751939.8228903): 62
[DEBUG] [2024-09-08 09:32:19,824]: State: 3 - byte received (at 1725751939.8228903): 6
[DEBUG] [2024-09-08 09:32:19,824]: State: 4 - byte received (at 1725751939.8228903): 109
[DEBUG] [2024-09-08 09:32:19,825]: State: 7 - byte received (at 1725751939.8228903): 71
[DEBUG] [2024-09-08 09:32:19,825]: State: 8 - byte received (at 1725751939.8228903): 0
[DEBUG] [2024-09-08 09:32:19,826]: State: 8 - byte received (at 1725751939.8228903): 0
[DEBUG] [2024-09-08 09:32:19,826]: State: 8 - byte received (at 1725751939.8228903): 0
[DEBUG] [2024-09-08 09:32:19,827]: State: 8 - byte received (at 1725751939.8228903): 0
[DEBUG] [2024-09-08 09:32:19,827]: State: 8 - byte received (at 1725751939.8228903): 0
[DEBUG] [2024-09-08 09:32:19,828]: State: 9 - byte received (at 1725751939.8228903): 44
[DEBUG] [2024-09-08 09:32:19,828]: Message received (length 6) - Code 109
[DEBUG] [2024-09-08 14:22:54,399]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:22:54,405]: State: 0 - byte received (at 1725769374.4051363): 36
[DEBUG] [2024-09-08 14:22:54,405]: State: 1 - byte received (at 1725769374.4051363): 77
[DEBUG] [2024-09-08 14:22:54,405]: State: 2 - byte received (at 1725769374.4051363): 62
[DEBUG] [2024-09-08 14:22:54,406]: State: 3 - byte received (at 1725769374.4051363): 3
[DEBUG] [2024-09-08 14:22:54,406]: State: 4 - byte received (at 1725769374.4051363): 1
[DEBUG] [2024-09-08 14:22:54,407]: State: 7 - byte received (at 1725769374.4051363): 0
[DEBUG] [2024-09-08 14:22:54,407]: State: 8 - byte received (at 1725769374.4051363): 1
[DEBUG] [2024-09-08 14:22:54,407]: State: 8 - byte received (at 1725769374.4051363): 42
[DEBUG] [2024-09-08 14:22:54,407]: State: 9 - byte received (at 1725769374.4051363): 41
[DEBUG] [2024-09-08 14:22:54,408]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:22:54,408]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:22:54,415]: State: 0 - byte received (at 1725769374.4153852): 36
[DEBUG] [2024-09-08 14:22:54,416]: State: 1 - byte received (at 1725769374.4153852): 77
[DEBUG] [2024-09-08 14:22:54,416]: State: 2 - byte received (at 1725769374.4153852): 62
[DEBUG] [2024-09-08 14:22:54,417]: State: 3 - byte received (at 1725769374.4153852): 4
[DEBUG] [2024-09-08 14:22:54,417]: State: 4 - byte received (at 1725769374.4153852): 2
[DEBUG] [2024-09-08 14:22:54,418]: State: 7 - byte received (at 1725769374.4153852): 66
[DEBUG] [2024-09-08 14:22:54,418]: State: 8 - byte received (at 1725769374.4153852): 84
[DEBUG] [2024-09-08 14:22:54,419]: State: 8 - byte received (at 1725769374.4153852): 70
[DEBUG] [2024-09-08 14:22:54,419]: State: 8 - byte received (at 1725769374.4153852): 76
[DEBUG] [2024-09-08 14:22:54,419]: State: 9 - byte received (at 1725769374.4153852): 26
[DEBUG] [2024-09-08 14:22:54,419]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:22:54,420]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:22:54,425]: State: 0 - byte received (at 1725769374.4251008): 36
[DEBUG] [2024-09-08 14:22:54,425]: State: 1 - byte received (at 1725769374.4251008): 77
[DEBUG] [2024-09-08 14:22:54,425]: State: 2 - byte received (at 1725769374.4251008): 62
[DEBUG] [2024-09-08 14:22:54,425]: State: 3 - byte received (at 1725769374.4251008): 3
[DEBUG] [2024-09-08 14:22:54,426]: State: 4 - byte received (at 1725769374.4251008): 3
[DEBUG] [2024-09-08 14:22:54,426]: State: 7 - byte received (at 1725769374.4251008): 4
[DEBUG] [2024-09-08 14:22:54,426]: State: 8 - byte received (at 1725769374.4251008): 1
[DEBUG] [2024-09-08 14:22:54,426]: State: 8 - byte received (at 1725769374.4251008): 1
[DEBUG] [2024-09-08 14:22:54,427]: State: 9 - byte received (at 1725769374.4251008): 4
[DEBUG] [2024-09-08 14:22:54,427]: Message received (length 3) - Code 3
[DEBUG] [2024-09-08 14:22:54,427]: RAW message sent: bytearray(b'$M<\x00\x05\x05')
[DEBUG] [2024-09-08 14:22:54,437]: State: 0 - byte received (at 1725769374.4373856): 36
[DEBUG] [2024-09-08 14:22:54,437]: State: 1 - byte received (at 1725769374.4373856): 77
[DEBUG] [2024-09-08 14:22:54,438]: State: 2 - byte received (at 1725769374.4373856): 62
[DEBUG] [2024-09-08 14:22:54,438]: State: 3 - byte received (at 1725769374.4373856): 26
[DEBUG] [2024-09-08 14:22:54,438]: State: 4 - byte received (at 1725769374.4373856): 5
[DEBUG] [2024-09-08 14:22:54,439]: State: 7 - byte received (at 1725769374.4373856): 78
[DEBUG] [2024-09-08 14:22:54,439]: State: 8 - byte received (at 1725769374.4373856): 111
[DEBUG] [2024-09-08 14:22:54,440]: State: 8 - byte received (at 1725769374.4373856): 118
[DEBUG] [2024-09-08 14:22:54,440]: State: 8 - byte received (at 1725769374.4373856): 32
[DEBUG] [2024-09-08 14:22:54,440]: State: 8 - byte received (at 1725769374.4373856): 49
[DEBUG] [2024-09-08 14:22:54,440]: State: 8 - byte received (at 1725769374.4373856): 53
[DEBUG] [2024-09-08 14:22:54,441]: State: 8 - byte received (at 1725769374.4373856): 32
[DEBUG] [2024-09-08 14:22:54,441]: State: 8 - byte received (at 1725769374.4373856): 50
[DEBUG] [2024-09-08 14:22:54,441]: State: 8 - byte received (at 1725769374.4373856): 48
[DEBUG] [2024-09-08 14:22:54,441]: State: 8 - byte received (at 1725769374.4373856): 49
[DEBUG] [2024-09-08 14:22:54,442]: State: 8 - byte received (at 1725769374.4373856): 57
[DEBUG] [2024-09-08 14:22:54,442]: State: 8 - byte received (at 1725769374.4373856): 49
[DEBUG] [2024-09-08 14:22:54,442]: State: 8 - byte received (at 1725769374.4373856): 50
[DEBUG] [2024-09-08 14:22:54,443]: State: 8 - byte received (at 1725769374.4373856): 58
[DEBUG] [2024-09-08 14:22:54,443]: State: 8 - byte received (at 1725769374.4373856): 52
[DEBUG] [2024-09-08 14:22:54,443]: State: 8 - byte received (at 1725769374.4373856): 50
[DEBUG] [2024-09-08 14:22:54,444]: State: 8 - byte received (at 1725769374.4373856): 58
[DEBUG] [2024-09-08 14:22:54,444]: State: 8 - byte received (at 1725769374.4373856): 51
[DEBUG] [2024-09-08 14:22:54,444]: State: 8 - byte received (at 1725769374.4373856): 52
[DEBUG] [2024-09-08 14:22:54,444]: State: 8 - byte received (at 1725769374.4373856): 49
[DEBUG] [2024-09-08 14:22:54,445]: State: 8 - byte received (at 1725769374.4373856): 101
[DEBUG] [2024-09-08 14:22:54,445]: State: 8 - byte received (at 1725769374.4373856): 53
[DEBUG] [2024-09-08 14:22:54,445]: State: 8 - byte received (at 1725769374.4373856): 101
[DEBUG] [2024-09-08 14:22:54,445]: State: 8 - byte received (at 1725769374.4373856): 51
[DEBUG] [2024-09-08 14:22:54,446]: State: 8 - byte received (at 1725769374.4373856): 100
[DEBUG] [2024-09-08 14:22:54,446]: State: 8 - byte received (at 1725769374.4373856): 51
[DEBUG] [2024-09-08 14:22:54,446]: State: 9 - byte received (at 1725769374.4373856): 36
[DEBUG] [2024-09-08 14:22:54,446]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:22:54,447]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:22:54,457]: State: 0 - byte received (at 1725769374.4570708): 36
[DEBUG] [2024-09-08 14:22:54,457]: State: 1 - byte received (at 1725769374.4570708): 77
[DEBUG] [2024-09-08 14:22:54,457]: State: 2 - byte received (at 1725769374.4570708): 62
[DEBUG] [2024-09-08 14:22:54,457]: State: 3 - byte received (at 1725769374.4570708): 67
[DEBUG] [2024-09-08 14:22:54,458]: State: 4 - byte received (at 1725769374.4570708): 4
[DEBUG] [2024-09-08 14:22:54,460]: State: 7 - byte received (at 1725769374.4570708): 79
[DEBUG] [2024-09-08 14:22:54,461]: State: 8 - byte received (at 1725769374.4570708): 66
[DEBUG] [2024-09-08 14:22:54,461]: State: 8 - byte received (at 1725769374.4570708): 83
[DEBUG] [2024-09-08 14:22:54,461]: State: 8 - byte received (at 1725769374.4570708): 68
[DEBUG] [2024-09-08 14:22:54,462]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,462]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,462]: State: 8 - byte received (at 1725769374.4570708): 2
[DEBUG] [2024-09-08 14:22:54,463]: State: 8 - byte received (at 1725769374.4570708): 3
[DEBUG] [2024-09-08 14:22:54,463]: State: 8 - byte received (at 1725769374.4570708): 11
[DEBUG] [2024-09-08 14:22:54,463]: State: 8 - byte received (at 1725769374.4570708): 79
[DEBUG] [2024-09-08 14:22:54,464]: State: 8 - byte received (at 1725769374.4570708): 77
[DEBUG] [2024-09-08 14:22:54,464]: State: 8 - byte received (at 1725769374.4570708): 78
[DEBUG] [2024-09-08 14:22:54,464]: State: 8 - byte received (at 1725769374.4570708): 73
[DEBUG] [2024-09-08 14:22:54,465]: State: 8 - byte received (at 1725769374.4570708): 66
[DEBUG] [2024-09-08 14:22:54,465]: State: 8 - byte received (at 1725769374.4570708): 85
[DEBUG] [2024-09-08 14:22:54,465]: State: 8 - byte received (at 1725769374.4570708): 83
[DEBUG] [2024-09-08 14:22:54,465]: State: 8 - byte received (at 1725769374.4570708): 70
[DEBUG] [2024-09-08 14:22:54,466]: State: 8 - byte received (at 1725769374.4570708): 52
[DEBUG] [2024-09-08 14:22:54,466]: State: 8 - byte received (at 1725769374.4570708): 83
[DEBUG] [2024-09-08 14:22:54,466]: State: 8 - byte received (at 1725769374.4570708): 68
[DEBUG] [2024-09-08 14:22:54,467]: State: 8 - byte received (at 1725769374.4570708): 11
[DEBUG] [2024-09-08 14:22:54,467]: State: 8 - byte received (at 1725769374.4570708): 79
[DEBUG] [2024-09-08 14:22:54,467]: State: 8 - byte received (at 1725769374.4570708): 77
[DEBUG] [2024-09-08 14:22:54,468]: State: 8 - byte received (at 1725769374.4570708): 78
[DEBUG] [2024-09-08 14:22:54,468]: State: 8 - byte received (at 1725769374.4570708): 73
[DEBUG] [2024-09-08 14:22:54,468]: State: 8 - byte received (at 1725769374.4570708): 66
[DEBUG] [2024-09-08 14:22:54,468]: State: 8 - byte received (at 1725769374.4570708): 85
[DEBUG] [2024-09-08 14:22:54,469]: State: 8 - byte received (at 1725769374.4570708): 83
[DEBUG] [2024-09-08 14:22:54,469]: State: 8 - byte received (at 1725769374.4570708): 70
[DEBUG] [2024-09-08 14:22:54,469]: State: 8 - byte received (at 1725769374.4570708): 52
[DEBUG] [2024-09-08 14:22:54,469]: State: 8 - byte received (at 1725769374.4570708): 83
[DEBUG] [2024-09-08 14:22:54,469]: State: 8 - byte received (at 1725769374.4570708): 68
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,470]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,471]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,471]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,471]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,471]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,471]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,472]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,472]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,472]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,472]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,473]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,473]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,473]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,474]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,474]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,474]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,474]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,475]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,475]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,475]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,476]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,476]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,476]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,477]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,477]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,477]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,478]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,478]: State: 8 - byte received (at 1725769374.4570708): 0
[DEBUG] [2024-09-08 14:22:54,478]: State: 8 - byte received (at 1725769374.4570708): 3
[DEBUG] [2024-09-08 14:22:54,478]: State: 8 - byte received (at 1725769374.4570708): 2
[DEBUG] [2024-09-08 14:22:54,479]: State: 9 - byte received (at 1725769374.4570708): 93
[DEBUG] [2024-09-08 14:22:54,479]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:22:54,480]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:22:54,486]: State: 0 - byte received (at 1725769374.4861498): 36
[DEBUG] [2024-09-08 14:22:54,486]: State: 1 - byte received (at 1725769374.4861498): 77
[DEBUG] [2024-09-08 14:22:54,487]: State: 2 - byte received (at 1725769374.4861498): 62
[DEBUG] [2024-09-08 14:22:54,487]: State: 3 - byte received (at 1725769374.4861498): 12
[DEBUG] [2024-09-08 14:22:54,488]: State: 4 - byte received (at 1725769374.4861498): 160
[DEBUG] [2024-09-08 14:22:54,489]: State: 7 - byte received (at 1725769374.4861498): 49
[DEBUG] [2024-09-08 14:22:54,489]: State: 8 - byte received (at 1725769374.4861498): 0
[DEBUG] [2024-09-08 14:22:54,490]: State: 8 - byte received (at 1725769374.4861498): 26
[DEBUG] [2024-09-08 14:22:54,490]: State: 8 - byte received (at 1725769374.4861498): 0
[DEBUG] [2024-09-08 14:22:54,491]: State: 8 - byte received (at 1725769374.4861498): 8
[DEBUG] [2024-09-08 14:22:54,491]: State: 8 - byte received (at 1725769374.4861498): 71
[DEBUG] [2024-09-08 14:22:54,491]: State: 8 - byte received (at 1725769374.4861498): 50
[DEBUG] [2024-09-08 14:22:54,492]: State: 8 - byte received (at 1725769374.4861498): 50
[DEBUG] [2024-09-08 14:22:54,492]: State: 8 - byte received (at 1725769374.4861498): 56
[DEBUG] [2024-09-08 14:22:54,492]: State: 8 - byte received (at 1725769374.4861498): 54
[DEBUG] [2024-09-08 14:22:54,493]: State: 8 - byte received (at 1725769374.4861498): 53
[DEBUG] [2024-09-08 14:22:54,494]: State: 8 - byte received (at 1725769374.4861498): 51
[DEBUG] [2024-09-08 14:22:54,494]: State: 9 - byte received (at 1725769374.4861498): 192
[DEBUG] [2024-09-08 14:22:54,494]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:22:54,495]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:22:54,505]: State: 0 - byte received (at 1725769374.5054011): 36
[DEBUG] [2024-09-08 14:22:54,505]: State: 1 - byte received (at 1725769374.5054011): 77
[DEBUG] [2024-09-08 14:22:54,506]: State: 2 - byte received (at 1725769374.5054011): 62
[DEBUG] [2024-09-08 14:22:54,506]: State: 3 - byte received (at 1725769374.5054011): 4
[DEBUG] [2024-09-08 14:22:54,506]: State: 4 - byte received (at 1725769374.5054011): 240
[DEBUG] [2024-09-08 14:22:54,506]: State: 7 - byte received (at 1725769374.5054011): 0
[DEBUG] [2024-09-08 14:22:54,507]: State: 8 - byte received (at 1725769374.5054011): 0
[DEBUG] [2024-09-08 14:22:54,507]: State: 8 - byte received (at 1725769374.5054011): 0
[DEBUG] [2024-09-08 14:22:54,507]: State: 8 - byte received (at 1725769374.5054011): 0
[DEBUG] [2024-09-08 14:22:54,507]: State: 9 - byte received (at 1725769374.5054011): 244
[DEBUG] [2024-09-08 14:22:54,507]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:22:54,508]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:22:54,515]: State: 0 - byte received (at 1725769374.5152256): 36
[DEBUG] [2024-09-08 14:22:54,515]: State: 1 - byte received (at 1725769374.5152256): 77
[DEBUG] [2024-09-08 14:22:54,516]: State: 2 - byte received (at 1725769374.5152256): 62
[DEBUG] [2024-09-08 14:22:54,516]: State: 3 - byte received (at 1725769374.5152256): 0
[DEBUG] [2024-09-08 14:22:54,517]: State: 4 - byte received (at 1725769374.5152256): 10
[DEBUG] [2024-09-08 14:22:54,518]: State: 9 - byte received (at 1725769374.5152256): 10
[DEBUG] [2024-09-08 14:22:54,518]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:22:54,519]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:22:54,527]: State: 0 - byte received (at 1725769374.5270274): 36
[DEBUG] [2024-09-08 14:22:54,527]: State: 1 - byte received (at 1725769374.5270274): 77
[DEBUG] [2024-09-08 14:22:54,527]: State: 2 - byte received (at 1725769374.5270274): 62
[DEBUG] [2024-09-08 14:22:54,528]: State: 3 - byte received (at 1725769374.5270274): 22
[DEBUG] [2024-09-08 14:22:54,528]: State: 4 - byte received (at 1725769374.5270274): 101
[DEBUG] [2024-09-08 14:22:54,528]: State: 7 - byte received (at 1725769374.5270274): 126
[DEBUG] [2024-09-08 14:22:54,528]: State: 8 - byte received (at 1725769374.5270274): 0
